player_name,position,height,height_with_shoes,weight,wingspan,standing_reach,body_fat_percentage,hand_length,hand_width,draft_year
Brian Boddicker,SF/PF,201.93,205.1,104.33,208.28,267.97,11.2,,,2004
Tim Bowers,PG/SG,184.15,187.32,82.1,205.74,248.92,2.6,,,2004
Andre Brown,PF/C,203.2,207.01,107.05,210.82,271.78,6.0,,,2004
Antonio Burks,PG,182.88,184.78,86.64,199.39,245.11,9.9,,,2004
Jackie Butler,C,203.2,207.01,119.29,217.17,276.86,16.3,,,2004
Aleksandar Capin,PG,182.88,186.06,79.83,186.69,238.76,9.3,,,2004
Ales Chan,C,213.36,218.44,115.67,220.98,287.02,14.8,,,2004
Josh Childress,SG/SF,197.48,201.3,88.9,210.82,266.7,9.3,,,2004
TJ Cummings,SF,201.93,205.1,97.52,207.01,270.51,6.7,,,2004
Erik Daniels,SF/PF,198.76,201.93,101.15,210.82,269.24,18.5,,,2004
Luol Deng,SF,200.66,203.2,99.79,214.63,275.59,6.7,,,2004
Marcus Douthit,C/PF,207.01,210.82,101.15,223.52,283.21,13.7,,,2004
Chris Duhon,PG,182.88,186.06,87.54,199.39,248.92,6.7,,,2004
John Edwards,C,211.46,215.9,119.75,224.79,287.02,14.1,,,2004
Andre Emmett,SG/SF,191.77,194.31,97.98,205.74,254.0,6.7,,,2004
Desmon Farmer,SG,194.31,197.48,97.07,204.47,261.62,5.3,,,2004
Luis Flores,PG/SG,184.15,187.32,91.63,201.93,250.19,6.0,,,2004
Matt Freije,SF/PF,203.84,207.01,106.14,215.9,275.59,10.8,,,2004
Chris Garnett,C/PF,203.84,207.64,117.93,215.9,274.32,14.8,,,2004
Ryan Gomes,SF/PF,199.39,202.56,112.49,218.44,270.51,,,,2004
Ben Gordon,PG/SG,185.42,188.6,87.09,204.47,251.46,5.3,,,2004
Devin Harris,PG,187.32,190.5,77.11,201.93,250.19,5.3,,,2004
Dwight Howard,PF/C,205.74,208.92,108.86,224.79,283.21,10.5,,,2004
Rolando Howell,PF,201.93,204.47,103.87,214.63,271.78,11.7,,,2004
Kris Humphries,PF,203.84,207.01,107.95,214.63,270.51,6.7,,,2004
Andre Iguodala,SG/SF,197.48,200.02,98.43,210.82,267.97,6.7,,,2004
Martin Iti,C/PF,204.47,207.64,105.69,226.06,283.21,10.5,,,2004
Luke Jackson,SF/SG,198.12,200.66,96.16,204.47,261.62,8.0,,,2004
Al Jefferson,PF/SF,204.47,207.64,119.29,219.71,279.4,10.5,,,2004
Arthur Johnson,PF/C,200.66,204.47,118.84,220.98,276.86,16.3,,,2004
Ivan Koljevic,PG,185.42,187.96,78.02,189.23,241.3,6.7,,,2004
Herve Lamizana,SF/PF,201.93,204.47,95.25,217.17,271.78,6.7,,,2004
Sergei Lishouk,PF/SF,208.92,212.09,110.68,213.36,278.13,10.5,,,2004
Shaun Livingston,PG/SG,198.76,201.93,84.37,210.82,267.97,6.7,,,2004
Jaime Lloreda,PF,200.02,204.47,112.04,207.01,271.78,9.9,,,2004
Bryant Matthews,SF/SG,197.48,200.02,93.44,214.63,267.97,6.7,,,2004
Marcus Melvin,SF/PF,200.02,204.47,109.32,213.36,267.97,10.5,,,2004
Rich Melzer,PF/SF,201.93,205.1,103.87,218.44,271.78,12.4,,,2004
Ricky Minard,PG/SG,191.14,193.68,89.81,200.66,257.81,8.0,,,2004
James Moore,PF/SF,199.39,203.2,89.81,214.63,271.78,8.0,,,2004
Marcus Moore,PG/SG,193.04,196.22,91.63,205.74,257.81,14.8,,,2004
Michel Morandais,SG/SF,192.4,194.94,92.99,212.09,259.08,8.6,,,2004
Jameer Nelson,PG,180.34,184.15,90.26,189.23,241.3,8.0,,,2004
Misan Nikagbatse,SG/PG,191.77,194.94,101.15,208.28,259.08,12.9,,,2004
Emeka Okafor,C/PF,205.1,208.28,116.57,223.52,280.67,5.3,,,2004
Randall Orr,PF/SF,205.74,210.18,87.54,209.55,273.05,6.7,,,2004
Dylan Page,SF,201.93,205.1,108.41,200.66,266.7,12.3,,,2004
Drago Pasalic,PF,206.38,210.18,104.78,212.09,274.32,12.9,,,2004
Rickey Paulding,SG,189.86,193.04,95.25,207.01,257.81,5.3,,,2004
Kelvin Pena,SG/PG,188.6,191.14,82.55,199.39,252.73,8.6,,,2004
Tim Pickett,PG/SG,190.5,193.68,93.89,201.93,255.27,6.0,,,2004
Omar Quintero,PG,177.16,180.98,77.11,181.61,234.95,14.1,,,2004
Peter Ramos,C,217.8,221.62,120.66,227.33,283.21,6.7,,,2004
Jared Reiner,C/PF,208.28,212.72,111.58,214.63,276.86,12.9,,,2004
Lawrence Roberts,PF,201.93,205.74,105.69,207.01,270.51,9.3,,,2004
Bernard Robinson,SG/SF,196.22,199.39,94.35,208.28,259.08,6.0,,,2004
Nate Robinson,PG,172.08,175.26,82.1,185.42,232.41,6.7,,,2004
Aerick Sanders,PF,199.39,201.93,92.99,212.09,269.24,6.7,,,2004
Romain Sato,SG,187.96,191.14,92.53,210.82,260.35,6.0,,,2004
Blagota Sekulic,SF/PF,206.38,209.55,106.14,210.82,271.78,9.3,,,2004
Josh Smith,SG/SF,200.66,203.84,100.24,213.36,270.51,6.7,,,2004
J.R. Smith,SG/SF,196.85,200.02,102.97,208.28,264.16,6.7,,,2004
Kirk Snyder,SG/SF,198.12,200.02,103.42,205.74,264.16,9.3,,,2004
Pape Sow,PF/C,204.47,208.28,105.69,218.44,275.59,9.3,,,2004
Tiago Splitter,C/PF,208.92,212.72,105.69,218.44,278.13,5.3,,,2004
Blake Stepp,PG,,,,,,8.0,,,2004
Tom Timmerrmans,PF/C,209.55,212.09,123.38,210.82,273.05,15.2,,,2004
Marko Tomas,SG/PG,199.39,202.56,89.81,200.66,262.89,9.3,,,2004
Beno Udrih,PG,189.23,192.4,90.26,194.31,248.92,9.3,,,2004
Jackson Vroman,PF/C,206.38,210.18,102.51,213.36,267.97,6.7,,,2004
Delonte West,PG/SG,186.69,189.86,83.01,198.12,252.73,6.7,,,2004
Damien Wilkins,SG/SF,194.31,198.12,100.7,213.36,269.24,7.3,,,2004
Mike Williams,SF,196.85,199.39,89.36,212.09,267.97,9.3,,,2004
Nate Williams,PF/SF,204.47,208.28,108.86,217.17,278.13,12.4,,,2004
Rashad Wright,PG,184.15,187.32,86.18,208.28,250.19,8.0,,,2004
Aloysius Anagonye,PF,200.02,,116.57,219.71,269.24,10.5,,,2003
Rick Anderson,SF/PF,203.84,,97.98,210.82,270.51,9.9,,,2003
Carmelo Anthony,SF,198.76,,105.69,213.36,267.97,8.0,,,2003
Jerome Beasley,SF/PF,205.74,,107.5,214.63,271.78,9.9,,,2003
Troy Bell,PG,183.52,,80.74,195.58,247.65,5.3,,,2003
LaVell Blanchard,SF,198.12,,92.99,198.12,257.81,11.7,,,2003
Keith Bogans,SG,193.68,,96.62,206.38,256.54,8.0,,,2003
Matt Bonner,PF/SF,204.47,,109.77,205.1,267.97,13.6,,,2003
Chris Bosh,PF,208.92,,102.06,222.25,276.86,8.0,,,2003
Jermaine Boyette,PG/SG,185.42,,84.82,193.04,243.84,7.3,,,2003
Souleymane Camara,PF/SF,207.64,,95.71,219.08,276.86,9.9,,,2003
Matt Carroll,SG/SF,195.58,,93.89,199.39,250.19,6.7,,,2003
Nick Collison,PF,205.1,,115.67,217.17,274.32,17.0,,,2003
Brian Cook,PF/SF,207.01,,106.14,218.44,276.86,10.5,,,2003
Joel Cornette,PF/SF,203.84,,108.41,206.38,267.97,12.9,,,2003
Marquis Daniels,SG/PG,196.22,,89.81,208.28,262.89,4.0,,,2003
Aleksander Djuric,C/PF,208.28,,114.76,213.36,274.32,16.3,,,2003
Ruben Douglas,SG,191.77,,87.54,201.3,255.27,6.0,,,2003
Ronald Dupree,SF/SG,198.12,,94.8,203.84,256.54,6.7,,,2003
Carl English,SG/PG,193.04,,91.17,196.22,250.19,8.0,,,2003
Ebi Ere,SG,191.77,,95.25,209.55,259.08,14.1,,,2003
Marquis Estill,PF/C,204.47,,116.57,223.52,274.32,11.7,,,2003
T.J. Ford,PG,180.34,,73.48,181.61,237.49,6.7,,,2003
Jason Gardner,PG,177.16,,88.0,185.42,233.68,9.3,,,2003
Willie Green,SG/PG,189.23,,91.17,201.3,254.0,8.0,,,2003
Justin Hamilton,PG/SG,190.5,,98.43,210.82,261.62,8.0,,,2003
Travis Hansen,SG,194.31,,90.72,199.39,255.27,6.0,,,2003
Trevor Harvey,C/PF,207.01,,111.13,215.9,278.13,10.5,,,2003
Marcus Hatten,PG,184.78,,73.94,198.76,248.92,4.0,,,2003
Kirk Hinrich,PG/SG,189.86,,84.37,198.12,250.19,5.3,,,2003
Jerry Holman,PF,205.1,,105.23,221.62,278.13,6.0,,,2003
Sam Hoskin,PF,201.3,,118.39,210.18,273.05,,,,2003
Josh Howard,SF/SG,196.22,,91.63,218.44,267.97,6.0,,,2003
Brandon Hunter,PF,199.39,,120.66,220.34,267.97,8.0,,,2003
Sani Ibrahim,C/PF,204.47,,103.87,215.9,278.13,9.3,,,2003
Michael Ignerski,PF/SF,207.01,,105.23,210.18,271.78,10.5,,,2003
Robert Jackson,PF/C,202.56,,115.21,213.36,273.05,15.9,,,2003
LeBron James,SF/SG,201.3,,111.13,214.0,269.88,6.7,,,2003
Britton Johnsen,SF/PF,208.28,,96.16,210.18,273.05,7.3,,,2003
James Jones,SF,201.3,,98.88,219.71,273.05,6.7,,,2003
Dahntay Jones,SG/SF,194.94,,97.07,205.74,260.35,2.6,,,2003
Chris Kaman,C/PF,212.09,,114.31,212.72,280.67,16.3,,,2003
Jason Kapono,SG/SF,199.39,,97.52,199.39,259.08,11.7,,,2003
Jason Keep,C/PF,207.64,,122.47,214.63,270.51,8.6,,,2003
Bernard King,SG/PG,192.4,,90.72,196.85,250.19,12.9,,,2003
Brandin Knight,PG,182.24,,86.18,198.12,242.57,10.5,,,2003
Kyle Korver,SF,198.76,,95.71,207.01,260.35,6.7,,,2003
James Lang,C/PF,203.84,,143.34,229.24,279.4,21.4,,,2003
Donald Little,PF/C,207.01,,103.87,220.98,246.38,7.3,,,2003
Chris Marcus,C,213.36,,151.5,233.68,289.56,23.1,,,2003
Chris Massie,PF/C,199.39,,117.48,215.9,270.51,14.8,,,2003
Will McDonald,C/PF,207.01,,117.03,222.25,278.13,13.6,,,2003
Darko Milicic,PF,212.09,,113.4,226.06,283.21,8.0,,,2003
Jeff Newton,PF,203.2,,90.26,215.9,269.24,5.3,,,2003
Uche Nsonwu-Amadi,PF/C,202.56,,111.58,222.88,270.51,6.0,,,2003
Ugonna Okyekwe,SF,201.3,,103.42,220.98,276.86,4.3,,,2003
Marlon Parmer,PG,184.78,,83.46,191.77,246.38,9.3,,,2003
Stephane Pelle,PF/SF,200.66,,111.58,218.44,271.78,12.4,,,2003
Kirk Penney,SG/SF,195.58,,98.88,196.22,246.38,8.0,,,2003
Pavel Podkolzin,C,222.25,,137.44,227.96,294.64,16.3,,,2003
Josh Powell,PF/SF,203.2,,102.97,215.9,273.05,8.0,,,2003
Hollis Price,PG/SG,181.61,,74.84,194.31,240.03,7.3,,,2003
Luke Ridnour,PG,185.42,,75.75,190.5,242.57,5.3,,,2003
Joe Shipp,SG,193.04,,101.6,208.28,261.62,11.7,,,2003
Ron Slay,SF/PF,198.12,,107.05,208.28,262.89,16.3,,,2003
Theron Smith,PF/SF,199.39,,106.14,208.92,265.43,9.3,,,2003
Tommy Smith,PF/SF,205.74,,90.72,219.71,273.05,6.7,,,2003
Marvin Stone,C/PF,207.01,,118.39,222.25,278.13,17.4,,,2003
Michael Sweetney,PF,201.3,,118.84,215.9,273.05,14.1,,,2003
Sasha Vujacic,PG/SG,196.85,,87.54,196.85,256.54,14.1,,,2003
Dwyane Wade,SG/SF,192.4,,96.16,210.18,259.08,6.7,,,2003
Wayne Wallace,PF,201.3,,84.82,218.44,274.32,4.6,,,2003
Luke Walton,SF/PF,202.56,,106.59,204.47,264.16,9.3,,,2003
David West,PF/SF,203.84,,102.51,224.16,274.96,8.0,,,2003
Mo Williams,PG/SG,184.78,,85.73,196.85,250.19,6.7,,,2003
Wesley Wilson,C/PF,208.92,,116.57,220.98,280.67,12.4,,,2003
Doug Wrenn,SF/PF,197.48,,99.79,232.41,255.27,7.3,,,2003
Derrick Zimmerman,PG,185.42,,86.18,205.74,244.48,5.3,,,2003
Nene ,PF,206.38,,114.76,224.79,276.86,,,,2002
Robert Archibald,PF/C,208.28,,113.4,212.72,278.13,,,,2002
Maurice Baker,PG,182.24,,80.74,193.04,243.84,,,,2002
Matt Barnes,SF,200.02,,102.51,205.74,245.11,,,,2002
Lubos Barton,SF/SG,199.39,,100.24,213.36,271.78,,,,2002
Lonny Baxter,PF/C,198.76,,119.75,217.17,273.05,,,,2002
Lee Benson,SF/PF,203.84,,98.43,217.8,276.86,,,,2002
Carlos Boozer,PF,202.56,,117.03,219.08,275.59,,,,2002
Curtis Borchardt,C,210.18,,107.95,219.71,284.48,,,,2002
J.R. Bremer,SG/PG,186.06,,85.28,188.6,243.84,,,,2002
Brian Brown,PG/SG,189.23,,88.0,200.66,251.46,,,,2002
Sylvere Bryan,PF,205.74,,102.51,224.79,278.13,,,,2002
Chris Burgess,C,208.28,,111.58,212.09,276.86,,,,2002
Caron Butler,SF/SG,196.22,,100.7,212.09,262.89,,,,2002
Rasual Butler,SF,200.02,,89.81,213.36,267.97,,,,2002
Mire Chatman,PG/SG,182.88,,78.93,198.12,248.92,,,,2002
Chris Christoffersen,C,215.26,,132.0,222.25,276.86,,,,2002
Lenny Cooke,SG/SF,196.85,,97.07,215.9,271.78,,,,2002
Craig Dawson,SG/SF,191.77,,90.72,198.76,259.08,,,,2002
Mike Dunleavy,SF,203.2,,104.33,205.74,269.24,,,,2002
Teddy Dupay,PG,176.53,,80.74,179.7,229.87,,,,2002
Corsley Edwards,PF,201.3,,129.27,210.18,270.51,,,,2002
Andy Ellis,PF,206.38,,99.79,208.92,259.08,,,,2002
Melvin Ely,PF,205.74,,108.86,223.52,281.94,,,,2002
Reggie Evans,PF,201.93,,113.4,219.71,273.05,,,,2002
Peter Fehse,PF/C,208.28,,99.79,214.63,276.86,,,,2002
Drew Gooden,PF,205.1,,102.97,214.63,270.51,,,,2002
David Graves,SG,194.31,,96.16,200.66,256.54,,,,2002
Lynn Greer,PG,183.52,,77.11,185.42,240.03,,,,2002
Rod Grizzard,SF/SG,198.12,,87.54,213.36,271.78,,,,2002
Anthony Grundy,PG/SG,184.78,,75.75,202.56,251.46,,,,2002
Marcus Haislip,PF,204.47,,100.24,213.36,271.78,,,,2002
Damon Hancock,SG/PG,189.86,,92.08,198.12,252.73,,,,2002
Greg Harrington,PG,185.42,,83.01,192.4,246.38,,,,2002
Udonis Haslem,PF,202.56,,113.4,210.82,271.78,,,,2002
Cordell Henry,PG,172.72,,70.31,185.42,233.68,,,,2002
Randy Holcomb,SF/PF,200.66,,102.06,215.9,266.7,,,,2002
Ryan Humphrey,PF/SF,198.12,,101.15,213.36,265.43,,,,2002
Jared Jeffries,PF,208.28,,104.33,214.63,276.86,,,,2002
Jason Jennings,C,211.46,,112.94,231.14,281.94,,,,2002
Fred Jones,SG,188.6,,98.88,213.36,254.0,,,,2002
Lonnie Jones,C/PF,208.92,,104.33,219.08,284.48,,,,2002
Mario Kasun,C,212.72,,117.93,212.09,276.86,,,,2002
Sean Kennedy,PG,184.78,,82.55,189.23,243.84,,,,2002
Kris Lang,C/PF,206.38,,109.77,212.72,276.86,,,,2002
Muhammed Lasege,C/PF,205.1,,103.42,218.44,275.59,,,,2002
Steve Logan,PG,177.8,,93.89,182.24,234.95,,,,2002
Kevin Lyde,C/PF,205.1,,126.1,218.44,278.13,,,,2002
Tito Maddox,PG,190.5,,90.72,195.58,251.46,,,,2002
Kei Madison,SF,202.56,,97.98,214.63,271.78,,,,2002
Chris Massie,PF,198.76,,112.49,213.36,271.78,,,,2002
Immanuel McElroy,SG,188.6,,86.64,199.39,254.0,,,,2002
Aaron McGhee,PF/SF,200.66,,115.67,208.28,267.97,,,,2002
Elvin Mims,SF/SG,193.68,,95.71,217.17,267.97,,,,2002
Byron Mouton,SG/SF,194.31,,96.62,208.92,259.08,,,,2002
Ronald Murray,SG,190.5,,89.36,201.93,255.27,,,,2002
Uche Okafor,PF/C,205.74,,103.87,227.33,284.48,,,,2002
Chris Owens,PF/SF,200.66,,107.5,212.09,264.16,,,,2002
Jannero Pargo,PG,183.52,,76.2,189.23,243.84,,,,2002
Smush Parker,PG/SG,189.23,,81.19,208.28,273.05,,,,2002
Luke Recker,SG/SF,194.94,,89.81,200.66,256.54,,,,2002
Rolan Roberts,PF,197.48,,109.32,215.9,267.97,,,,2002
Travis Robinson,SF,196.22,,95.71,209.55,265.43,,,,2002
Kareem Rush,SG/SF,194.94,,90.26,207.64,262.89,,,,2002
Brooks Sales,PF/C,205.74,,105.23,208.28,274.32,,,,2002
John Salmons,SF/SG,196.85,,93.89,208.92,264.16,,,,2002
Predrag Savovic,SG,194.94,,96.16,200.66,259.08,,,,2002
Julian Sensley,PF/SF,200.66,,103.42,212.09,267.97,,,,2002
Israel Sheinfeld,PF/C,203.84,,108.41,207.64,270.51,,,,2002
Preston Shumpert,SF,198.12,,89.36,204.47,262.89,,,,2002
Tamar Slay,SF,200.02,,92.08,212.09,264.16,,,,2002
Darius Songaila,PF,203.2,,108.86,215.9,275.59,,,,2002
Amar'e Stoudemire,PF,204.47,,105.69,217.8,275.59,,,,2002
Marcus Taylor,PG,185.42,,82.1,194.31,250.19,,,,2002
Jobey Thomas,SG,189.86,,83.01,197.48,252.73,,,,2002
Dajuan Wagner,PG/SG,184.78,,87.54,187.96,251.46,,,,2002
Chris Wilcox,PF/C,203.84,,98.88,215.9,273.05,,,,2002
Frank Williams,PG,186.69,,96.16,203.2,255.27,,,,2002
George Williams,PF/SF,197.48,,97.07,214.63,261.62,,,,2002
Jay Williams,PG,183.52,,89.36,191.77,246.38,,,,2002
Qyntel Woods,SF/SG,200.66,,96.62,208.28,266.7,,,,2002
Vincent Yarbrough,SF,196.85,,91.63,214.63,265.43,,,,2002
Adam Allenspach,C,212.09,,117.48,214.63,271.78,12.4,,,2001
Gilbert Arenas,SG,188.6,,90.26,207.01,252.73,5.3,,,2001
Brandon Armstrong,SG,191.77,,85.28,207.01,252.73,9.3,,,2001
Shane Battier,SF/PF,203.84,,103.87,209.55,266.7,9.3,,,2001
Cookie Belcher,SG/PG,190.5,,93.44,204.47,251.46,5.3,,,2001
Charlie Bell,PG,189.23,,90.72,201.93,247.65,6.7,,,2001
Ruben Boumtje-Boumtje,C,212.09,,111.13,223.52,281.94,6.0,,,2001
Calvin Bowman,PF,205.1,,97.07,212.09,264.16,8.6,,,2001
Michael Bradley,PF,207.01,,102.97,217.17,271.78,9.3,,,2001
Jamison Brewer,PG,189.23,,80.74,205.1,260.35,6.7,,,2001
Kwame Brown,PF/C,208.28,,110.22,215.9,274.32,8.9,,,2001
SirValiant Brown,PG,180.34,,79.83,193.04,234.95,6.7,,,2001
Damone Brown,SF,203.84,,91.63,212.72,265.43,6.7,,,2001
Ryan Carroll,SF/SG,193.04,,91.63,203.84,251.46,8.0,,,2001
Tyson Chandler,SF/PF,212.09,,101.6,220.98,279.4,6.7,,,2001
Eric Chenowith,C,215.9,,119.75,223.52,281.94,12.9,,,2001
Sam Clancy,PF,198.76,,109.77,220.34,271.78,8.0,,,2001
Gyasi Cline-Heard,PF,198.76,,104.78,212.09,261.62,8.0,,,2001
Jason Collins,PF/C,208.92,,113.85,224.79,279.4,12.9,,,2001
Jarron Collins,C/PF,206.38,,114.31,220.98,264.16,15.2,,,2001
Omar Cook,PG,181.61,,85.73,196.85,233.68,5.5,,,2001
Eddy Curry,C,209.55,,136.53,229.87,281.94,16.5,,,2001
Tate Decker,SF,206.38,,98.88,212.72,271.78,13.6,,,2001
DeSagana Diop,C,208.28,,142.43,229.87,287.02,21.0,,,2001
Robb Dryden,C,215.9,,109.32,219.71,279.91,8.0,,,2001
Anthony Evans,PF,198.12,,121.11,212.09,257.81,12.9,,,2001
Maurice Evans,SG,193.68,,100.24,203.2,256.54,4.0,,,2001
Benjamin Eze,C/PF,205.1,,105.23,228.6,276.86,3.9,,,2001
Kimani Ffriend,C/PF,207.01,,103.42,210.18,275.59,11.7,,,2001
Alton Ford,PF,203.84,,122.92,209.55,260.35,8.0,,,2001
Joseph Forte,SG,191.77,,87.54,199.39,255.27,,,,2001
Jason Gardner,PG,177.16,,85.28,186.06,234.95,8.0,,,2001
Jerry Green,PG/SG,186.69,,81.19,198.76,251.46,5.5,,,2001
Kenny Gregory,SF,191.77,,90.72,211.46,256.54,6.7,,,2001
Eddie Griffin,PF/SF,206.38,,100.7,220.98,279.4,4.0,,,2001
Trenton Hassell,SG/SF,193.68,,92.99,203.2,252.73,5.3,,,2001
Kirk Haston,PF/SF,203.2,,109.77,214.0,269.24,10.5,,,2001
Charles Hathaway,C,203.2,,124.28,218.44,273.05,,,,2001
Brendan Haywood,C,212.72,,120.66,229.87,288.29,12.9,,,2001
Michael Hicks,SG,193.04,,89.36,206.38,255.27,7.3,,,2001
Steven Hunter,C/PF,208.92,,101.6,223.52,274.32,5.3,,,2001
Andre Hutson,PF,203.84,,110.68,212.72,267.97,11.7,,,2001
Nate James,SF,194.94,,88.9,210.18,261.62,6.0,,,2001
Richard Jefferson,SF,201.3,,101.15,213.36,261.62,6.7,,,2001
Horace Jenkins,PG,182.24,,77.56,196.22,246.38,6.0,,,2001
Darrell Johns,C,211.46,,126.1,226.06,283.21,19.1,,,2001
Ken Johnson,C,210.18,,102.97,223.52,278.13,9.9,,,2001
Joe Johnson,SF/SG,200.02,,102.51,205.74,266.7,6.7,,,2001
Darren Kelly,SG/PG,187.96,,80.74,200.02,254.0,6.7,,,2001
Sean Lampley,SF,196.85,,96.62,206.38,256.54,8.0,,,2001
Zach Marbury,PG/SG,186.06,,83.01,191.77,245.11,6.7,,,2001
Mike Mardesich,C/PF,208.92,,112.04,214.63,275.59,13.6,,,2001
DeMarcus Minor,SG,191.14,,93.89,203.84,252.73,6.7,,,2001
Jamario Moon,SF,199.39,,83.91,212.09,261.62,5.3,,,2001
Troy Murphy,PF,207.64,,104.33,210.82,267.97,11.7,,,2001
Troy Ostler,PF/SF,205.1,,90.72,217.17,270.51,8.0,,,2001
Lazaros Papadopoulos,C/PF,208.92,,102.97,219.71,280.67,11.7,,,2001
Rashad Phillips,PG,175.26,,75.3,186.69,233.68,12.4,,,2001
Demetrius Porter,PG,179.7,,80.74,189.86,238.76,12.4,,,2001
Martin Rancik,PF/SF,205.1,,104.33,203.2,260.35,8.0,,,2001
Jason Richardson,SF/SG,194.94,,96.62,212.09,260.35,5.3,,,2001
Norman Richardson,SG,191.77,,81.65,194.31,251.46,6.0,,,2001
Jeryl Sasser,PG/SG,196.85,,88.0,209.55,262.89,6.7,,,2001
Kenny Satterfield,PG,185.42,,79.83,194.31,248.92,6.7,,,2001
Brian Scalabrine,PF/SF,205.1,,109.32,207.64,267.97,13.6,,,2001
Lee Scruggs,PF/SF,208.92,,94.8,227.96,280.67,10.5,,,2001
Bobby Simmons,SF,198.76,,106.59,214.0,266.7,6.7,,,2001
Will Solomon,PG/SG,182.24,,78.02,207.01,252.73,4.0,,,2001
Greg Stevenson,SF,192.4,,97.52,214.63,259.08,7.3,,,2001
Damone Thornton,PF,200.02,,106.59,217.8,263.4,8.0,,,2001
Jamaal Tinsley,PG,184.78,,90.26,201.93,247.65,13.6,,,2001
Tory Walker,SF,200.02,,84.82,211.46,265.43,6.7,,,2001
Souleymane Wane,C,204.47,,106.59,226.06,276.86,11.2,,,2001
Earl Watson,PG,182.88,,83.46,200.02,246.38,4.0,,,2001
Rodney White,SF,201.93,,110.22,212.09,265.43,9.3,,,2001
Loren Woods,C/PF,215.26,,111.58,227.33,287.02,9.3,,,2001
Michael Wright,PF,200.66,,112.04,212.09,270.51,9.3,,,2001
Brent Wright,PF/SF,202.56,,107.05,217.17,267.97,12.4,,,2001
Malik Allen,PF/C,203.84,,122.92,219.71,276.86,,,,2000
Harold Arceneaux,SG/SF,194.31,,99.34,204.47,261.62,,,,2000
Lamont Barnes,PF/C,204.47,,106.82,222.25,274.32,,,,2000
Mario Bland,PF,196.85,,130.18,213.36,261.62,,,,2000
Primoz Brezec,C,215.26,,110.22,218.44,279.4,,,,2000
Ernest Brown,C,208.28,,100.92,216.54,278.13,,,,2000
Speedy Claxton,PG,179.07,,75.3,182.88,240.03,,,,2000
Eric Coley,SG/SF,193.04,,92.99,210.82,259.08,,,,2000
Ed Cota,PG,183.52,,85.73,193.04,245.11,,,,2000
Schea Cotton,SF,193.68,,99.56,200.66,254.0,,,,2000
Jamal Crawford,PG/SG,194.31,,79.38,208.28,260.35,,,,2000
Caswell Cyrus,PF,202.56,,100.02,218.44,273.05,,,,2000
Khalid El-Amin,PG,175.26,,90.72,186.69,236.22,,,,2000
Vassil Evtimov,PF,207.64,,118.84,209.55,270.51,,,,2000
Antonis Fotsis,SF,206.38,,99.34,204.47,269.24,,,,2000
Eddie Gill,PG,182.24,,79.83,193.04,236.22,,,,2000
Ceedric Goodwyn,SF/PF,198.12,,107.95,208.28,265.43,,,,2000
Marcus Goree,SF/PF,201.93,,108.41,214.63,267.97,,,,2000
A.J. Granger,SF,201.93,,102.97,207.01,261.62,,,,2000
A.J. Guyton,PG/SG,184.78,,79.38,192.4,247.65,,,,2000
Ron Hale,SG/SF,201.93,,91.63,210.82,265.43,,,,2000
Jason Hart,PG,187.32,,82.1,198.12,247.65,,,,2000
Donnell Harvey,PF,201.3,,99.79,214.63,267.97,,,,2000
Johnny Hemsley,SG/SF,189.86,,90.72,203.2,255.27,,,,2000
Michael Hermon,SG/PG,189.86,,88.45,198.76,250.19,,,,2000
Cory Hightower,SG/SF,196.85,,83.01,210.82,257.81,,,,2000
Shaheen Holloway,PG,176.53,,78.93,177.8,231.14,,,,2000
Eddie House,SG/PG,182.24,,80.06,191.77,241.3,,,,2000
Jimmie Hunter,SG/PG,190.5,,77.11,203.2,254.0,,,,2000
Jacob Jaacks,PF,206.38,,107.95,210.82,267.97,,,,2000
Marko Jaric,SG/SF,199.39,,95.25,205.74,264.16,,,,2000
Nate Johnson,SF,199.39,,95.93,204.47,264.16,,,,2000
Kenyon Jones,PF/C,205.74,,127.91,215.9,274.32,,,,2000
Mark Karcher,SG,193.04,,98.88,203.2,260.35,,,,2000
Brandon Kurtz,PF/C,207.01,,116.57,211.46,270.51,,,,2000
Dan Langhi,SF,205.74,,89.58,203.2,264.16,,,,2000
Justin Love,PG/SG,186.69,,93.21,194.31,247.65,,,,2000
Mark Madsen,PF,203.2,,107.27,214.63,265.43,,,,2000
Dan McClintock,C/PF,210.82,,113.4,217.17,271.78,,,,2000
Pete Mickeal,SG/SF,195.58,,100.7,207.01,262.89,,,,2000
Brian Montonati,PF,205.1,,97.52,209.55,269.24,,,,2000
Gabe Muoneke,PF/SF,198.76,,110.68,214.63,266.7,,,,2000
Ndongo N'diaye,C,212.09,,94.35,222.25,285.75,,,,2000
Eduardo Najera,PF/SF,199.39,,106.37,212.09,265.43,,,,2000
Matthew Nielsen,PF,205.74,,101.15,209.55,269.24,,,,2000
Chris Porter,SF/PF,196.85,,97.07,207.01,262.89,,,,2000
Lavor Postell,SG,194.31,,92.99,204.47,257.81,,,,2000
Igor Rakocevic,PG,189.23,,83.46,196.22,254.0,,,,2000
Reed Rawlings,SG/SF,198.76,,98.88,206.38,264.16,,,,2000
Michael Redd,SG/SF,194.94,,97.07,205.74,259.08,,,,2000
Damon Reed,PF/C,204.47,,103.42,207.01,265.43,,,,2000
Aubrey Reese,PG,179.7,,85.73,196.85,240.03,,,,2000
