League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_date,height_cm,weight_stats,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team,player_norm,position,height_anthro,height_with_shoes,weight_anthro,wingspan,standing_reach,body_fat_percentage,hand_length,hand_width,draft_year,FGM_per_min,FGA_per_min,3PM_per_min,3PA_per_min,FTM_per_min,FTA_per_min,TOV_per_min,PF_per_min,ORB_per_min,DRB_per_min,REB_per_min,AST_per_min,STL_per_min,BLK_per_min,PTS_per_min,TEAM_ATL,TEAM_BOS,TEAM_BRK,TEAM_CHA,TEAM_CHI,TEAM_CLE,TEAM_DAL,TEAM_DEN,TEAM_DET,TEAM_GSW,TEAM_HOU,TEAM_IND,TEAM_LAC,TEAM_LAL,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_MIN,TEAM_NOP,TEAM_NYK,TEAM_OKC,TEAM_ORL,TEAM_OTHER,TEAM_PHI,TEAM_PHX,TEAM_POR,TEAM_SAC,TEAM_SAS,TEAM_TOR,TEAM_UTA,TEAM_WAS
NBA,1999 - 2000,Regular_Season,Glen Rice,LAL,80,2530.0,421,980,84,229,346,396,114,179,56,271,327,176,47,12,1272,28.05.1967,203.0,228.0,103.0,United States,Flint Northwestern High School,1.0,4.0,Miami Heat,glen rice,SF/SG,194.31,197.48,95.62,206.38,257.81,8.45,21.59,22.86,2013,0.166403,0.387352,0.033202,0.090514,0.136759,0.156522,0.045059,0.070751,0.022134,0.107115,0.129249,0.069565,0.018577,0.004743,0.502767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,1999 - 2000,Regular_Season,Jaren Jackson,SAS,81,1691.0,186,488,108,306,33,51,66,157,34,147,181,118,54,7,513,27.10.1967,193.0,190.0,86.0,United States,Walter Cohen High School,,,,jaren jackson,PF/C,207.64,211.46,107.05,226.7,279.4,7.2,25.4,25.4,2018,0.109994,0.288587,0.063868,0.180958,0.019515,0.03016,0.03903,0.092844,0.020106,0.086931,0.107037,0.069781,0.031934,0.00414,0.303371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NBA,1999 - 2000,Playoffs,Glen Rice,LAL,23,766.0,93,228,28,67,71,89,36,50,10,82,92,48,15,4,285,28.05.1967,203.0,228.0,103.0,United States,Flint Northwestern High School,1.0,4.0,Miami Heat,glen rice,SF/SG,194.31,197.48,95.62,206.38,257.81,8.45,21.59,22.86,2013,0.12141,0.29765,0.036554,0.087467,0.092689,0.116188,0.046997,0.065274,0.013055,0.10705,0.120104,0.062663,0.019582,0.005222,0.372063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euroleague,2000 - 2001,International,Marko Jaric,BOL,22,631.3,79,180,17,55,53,76,58,62,17,50,67,50,43,5,228,12.10.1978,201.0,224.0,102.0,Serbia / Greece,,2.0,1.0,Los Angeles Clippers,marko jaric,SG/SF,199.39,,95.25,205.74,264.16,,,,2000,0.125139,0.285126,0.026929,0.087122,0.083954,0.120387,0.091874,0.09821,0.026929,0.079202,0.10613,0.079202,0.068113,0.00792,0.36116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euroleague,2000 - 2001,International,Igor Rakocevic,BUD,11,327.9,50,120,10,45,32,49,16,30,9,21,30,20,15,0,142,29.03.1978,191.0,183.0,83.0,Serbia,,2.0,22.0,Minnesota Timberwolves,igor rakocevic,PG,189.23,,83.46,196.22,254.0,,,,2000,0.152486,0.365965,0.030497,0.137237,0.097591,0.149436,0.048795,0.091491,0.027447,0.064044,0.091491,0.060994,0.045746,0.0,0.433059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euroleague,2000 - 2001,International,Primoz Brezec,OLI,14,296.5,50,70,0,0,24,48,15,45,31,39,70,5,13,14,124,02.10.1979,218.0,252.0,114.0,Slovenia,,1.0,27.0,Indiana Pacers,primoz brezec,C,215.26,,110.22,218.44,279.4,,,,2000,0.168634,0.236088,0.0,0.0,0.080944,0.161889,0.05059,0.151771,0.104553,0.131535,0.236088,0.016863,0.043845,0.047218,0.418212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euroleague,2000 - 2001,International,Beno Udrih,OLI,13,319.8,36,78,5,20,16,27,23,37,6,23,29,28,15,1,93,05.07.1982,193.0,205.0,93.0,Slovenia,,1.0,28.0,San Antonio Spurs,beno udrih,PG,189.23,192.4,90.26,194.31,248.92,9.3,,,2004,0.11257,0.243902,0.015635,0.062539,0.050031,0.084428,0.07192,0.115697,0.018762,0.07192,0.090682,0.087555,0.046904,0.003127,0.290807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NBA,2000 - 2001,Regular_Season,Glen Rice,NYK,75,2212.0,331,752,82,211,155,182,96,179,61,246,307,89,41,13,899,28.05.1967,203.0,228.0,103.0,United States,Flint Northwestern High School,1.0,4.0,Miami Heat,glen rice,SF/SG,194.31,197.48,95.62,206.38,257.81,8.45,21.59,22.86,2013,0.149638,0.339964,0.037071,0.095389,0.070072,0.082278,0.0434,0.080922,0.027577,0.111212,0.138788,0.040235,0.018535,0.005877,0.40642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NBA,2000 - 2001,Regular_Season,Eric Williams,BOS,81,1744.0,162,448,46,139,165,231,76,179,64,143,207,112,64,13,535,17.07.1972,203.0,220.0,100.0,United States,Malcolm X Shabazz High School,1.0,14.0,Boston Celtics,eric williams,C/PF,201.3,205.1,129.27,224.16,270.51,13.0,,,2006,0.09289,0.256881,0.026376,0.079702,0.09461,0.132454,0.043578,0.102638,0.036697,0.081995,0.118693,0.06422,0.036697,0.007454,0.306766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2000 - 2001,Regular_Season,Mark Madsen,LAL,70,641.0,55,113,1,1,26,37,27,111,74,78,152,24,8,8,137,28.01.1976,206.0,240.0,109.0,United States,San Ramon Valley High School,1.0,29.0,Los Angeles Lakers,mark madsen,PF,203.2,,107.27,214.63,265.43,,,,2000,0.085803,0.176287,0.00156,0.00156,0.040562,0.057722,0.042122,0.173167,0.115445,0.121685,0.237129,0.037441,0.01248,0.01248,0.213729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2000 - 2001,Playoffs,Glen Rice,NYK,5,144.0,24,52,6,14,7,8,7,10,3,19,22,3,3,1,61,28.05.1967,203.0,228.0,103.0,United States,Flint Northwestern High School,1.0,4.0,Miami Heat,glen rice,SF/SG,194.31,197.48,95.62,206.38,257.81,8.45,21.59,22.86,2013,0.166667,0.361111,0.041667,0.097222,0.048611,0.055556,0.048611,0.069444,0.020833,0.131944,0.152778,0.020833,0.020833,0.006944,0.423611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NBA,2000 - 2001,Playoffs,Eddie House,MIA,3,64.0,16,40,2,7,4,5,5,7,1,4,5,5,3,1,38,14.05.1978,185.0,190.0,86.0,United States,Hayward High School,2.0,8.0,Miami Heat,eddie house,SG/PG,182.24,,80.06,191.77,241.3,,,,2000,0.25,0.625,0.03125,0.109375,0.0625,0.078125,0.078125,0.109375,0.015625,0.0625,0.078125,0.078125,0.046875,0.015625,0.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euroleague,2001 - 2002,International,Marko Jaric,BOL,14,387.1,69,150,16,51,27,48,28,35,21,45,66,35,27,2,181,12.10.1978,201.0,224.0,102.0,Serbia / Greece,,2.0,1.0,Los Angeles Clippers,marko jaric,SG/SF,199.39,,95.25,205.74,264.16,,,,2000,0.178249,0.387497,0.041333,0.131749,0.069749,0.123999,0.072333,0.090416,0.05425,0.116249,0.170499,0.090416,0.069749,0.005167,0.467579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euroleague,2001 - 2002,International,Beno Udrih,OLI,11,332.5,58,111,15,43,21,27,26,30,9,21,30,28,19,2,152,05.07.1982,193.0,205.0,93.0,Slovenia,,1.0,28.0,San Antonio Spurs,beno udrih,PG,189.23,192.4,90.26,194.31,248.92,9.3,,,2004,0.174436,0.333835,0.045113,0.129323,0.063158,0.081203,0.078195,0.090226,0.027068,0.063158,0.090226,0.084211,0.057143,0.006015,0.457143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euroleague,2001 - 2002,International,Marcus Goree,FRA,6,203.4,38,83,4,22,21,35,16,14,17,35,52,3,6,10,101,11.10.1977,201.0,255.0,116.0,United States,Hillcrest High School,,,,marcus goree,SF/PF,201.93,,108.41,214.63,267.97,,,,2000,0.186824,0.408063,0.019666,0.108161,0.103245,0.172075,0.078663,0.06883,0.083579,0.172075,0.255654,0.014749,0.029499,0.049164,0.496559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euroleague,2001 - 2002,International,Igor Rakocevic,BUD,6,193.2,33,74,7,23,22,32,19,11,2,4,6,14,6,0,95,29.03.1978,191.0,183.0,83.0,Serbia,,2.0,22.0,Minnesota Timberwolves,igor rakocevic,PG,189.23,,83.46,196.22,254.0,,,,2000,0.170807,0.383023,0.036232,0.119048,0.113872,0.165631,0.098344,0.056936,0.010352,0.020704,0.031056,0.072464,0.031056,0.0,0.491718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euroleague,2001 - 2002,International,Calvin Bowman,CIB,6,150.0,23,48,0,1,14,24,8,14,7,19,26,3,0,3,60,15.08.1977,206.0,211.0,96.0,United States,Erasmus Hall High School,,,,calvin bowman,PF,205.1,,97.07,212.09,264.16,8.6,,,2001,0.153333,0.32,0.0,0.006667,0.093333,0.16,0.053333,0.093333,0.046667,0.126667,0.173333,0.02,0.0,0.02,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euroleague,2001 - 2002,International,Pepe Sanchez,PAN,11,191.1,18,45,3,16,12,14,18,31,1,18,19,22,15,0,51,08.05.1977,193.0,203.0,92.0,Argentina,,,,,pepe sanchez,PG,190.5,,88.0,191.77,243.84,,,,2000,0.094192,0.235479,0.015699,0.083726,0.062794,0.07326,0.094192,0.162219,0.005233,0.094192,0.099424,0.115123,0.078493,0.0,0.266876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Jason Richardson,GSW,80,2629.0,464,1091,82,246,141,210,160,195,124,216,340,236,106,31,1151,20.01.1981,198.0,225.0,102.0,United States,Arthur Hill High School ,1.0,5.0,Golden State Warriors,jason richardson,SF/SG,194.94,,96.62,212.09,260.35,5.3,,,2001,0.176493,0.414987,0.031191,0.093572,0.053633,0.079878,0.06086,0.074173,0.047166,0.082161,0.129327,0.089768,0.04032,0.011792,0.437809,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Shane Battier,MEM,78,3094.0,412,961,103,276,198,283,155,215,180,239,419,216,121,81,1125,09.09.1978,203.0,220.0,100.0,United States,Detroit Country Day School,1.0,6.0,Vancouver Grizzlies,shane battier,SF/PF,203.84,,103.87,209.55,266.7,9.3,,,2001,0.133161,0.310601,0.03329,0.089205,0.063995,0.091467,0.050097,0.069489,0.058177,0.077246,0.135423,0.069813,0.039108,0.02618,0.363607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Jamaal Tinsley,IND,80,2442.0,289,760,42,175,131,186,270,248,78,220,298,647,138,40,751,28.02.1978,191.0,188.0,85.0,United States,Samuel J. Tilden High School,1.0,27.0,Vancouver Grizzlies,jamaal tinsley,PG,184.78,,90.26,201.93,247.65,13.6,,,2001,0.118346,0.31122,0.017199,0.071663,0.053645,0.076167,0.110565,0.101556,0.031941,0.09009,0.122031,0.264947,0.056511,0.01638,0.307535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Richard Jefferson,NJN,79,1917.0,270,591,13,56,189,265,107,211,85,208,293,140,64,48,742,21.06.1980,201.0,233.0,106.0,United States,Moon Valley High School,1.0,13.0,Houston Rockets,richard jefferson,SF,201.3,,101.15,213.36,261.62,6.7,,,2001,0.140845,0.308294,0.006781,0.029212,0.098592,0.138237,0.055816,0.110068,0.04434,0.108503,0.152843,0.073031,0.033385,0.025039,0.387063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Trenton Hassell,CHI,78,2237.0,268,629,60,165,87,114,101,184,65,190,255,171,55,44,683,04.03.1979,196.0,227.0,103.0,United States,Clarksville High School,2.0,1.0,Chicago Bulls,trenton hassell,SG/SF,193.68,,92.99,203.2,252.73,5.3,,,2001,0.119803,0.28118,0.026822,0.073759,0.038891,0.050961,0.04515,0.082253,0.029057,0.084935,0.113992,0.076442,0.024586,0.019669,0.30532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Eddie Griffin,HOU,73,1895.0,244,666,90,273,64,86,47,116,117,299,416,53,17,134,642,30.05.1982,208.0,220.0,100.0,United States,Roman Catholic High School for Boys,1.0,7.0,New Jersey Nets,eddie griffin,PF/SF,206.38,,100.7,220.98,279.4,4.0,,,2001,0.12876,0.351451,0.047493,0.144063,0.033773,0.045383,0.024802,0.061214,0.061741,0.157784,0.219525,0.027968,0.008971,0.070712,0.338786,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Joe Johnson,PHX,77,1916.0,251,584,38,130,41,53,71,114,76,181,257,179,59,20,581,29.06.1981,201.0,240.0,109.0,United States,Little Rock Central High School,1.0,10.0,Boston Celtics,joe johnson,SF/SG,200.02,,102.51,205.74,266.7,6.7,,,2001,0.131002,0.304802,0.019833,0.06785,0.021399,0.027662,0.037056,0.059499,0.039666,0.094468,0.134134,0.093424,0.030793,0.010438,0.303236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Eddy Curry,CHI,72,1150.0,189,377,0,0,105,160,69,174,111,161,272,25,16,53,483,05.12.1982,213.0,295.0,134.0,United States,Thornwood High School,1.0,4.0,Chicago Bulls,eddy curry,C,209.55,,136.53,229.87,281.94,16.5,,,2001,0.164348,0.327826,0.0,0.0,0.091304,0.13913,0.06,0.151304,0.096522,0.14,0.236522,0.021739,0.013913,0.046087,0.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Speedy Claxton,PHI,67,1528.0,181,452,4,33,114,136,95,145,46,114,160,198,95,6,480,08.05.1978,180.0,170.0,77.0,United States,Christ the King,1.0,20.0,Philadelphia Sixers,speedy claxton,PG,179.07,,75.3,182.88,240.03,,,,2000,0.118455,0.295812,0.002618,0.021597,0.074607,0.089005,0.062173,0.094895,0.030105,0.074607,0.104712,0.129581,0.062173,0.003927,0.314136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Troy Murphy,GSW,82,1448.0,178,423,3,9,121,156,84,216,99,223,322,70,36,21,480,02.05.1980,211.0,245.0,111.0,United States,Delbarton School,1.0,14.0,Golden State Warriors,troy murphy,PF,207.64,,104.33,210.82,267.97,11.7,,,2001,0.122928,0.292127,0.002072,0.006215,0.083564,0.107735,0.058011,0.149171,0.06837,0.154006,0.222376,0.048343,0.024862,0.014503,0.331492,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Eric Williams,BOS,74,1747.0,144,385,24,86,160,219,95,179,58,163,221,109,77,8,472,17.07.1972,203.0,220.0,100.0,United States,Malcolm X Shabazz High School,1.0,14.0,Boston Celtics,eric williams,C/PF,201.3,205.1,129.27,224.16,270.51,13.0,,,2006,0.082427,0.220378,0.013738,0.049227,0.091586,0.125358,0.054379,0.102461,0.0332,0.093303,0.126503,0.062393,0.044076,0.004579,0.270177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Jarron Collins,UTA,70,1441.0,158,343,0,1,134,181,56,234,138,158,296,58,29,22,450,02.12.1978,211.0,248.0,112.0,United States,Harvard-Westlake School,2.0,24.0,Utah Jazz,jarron collins,C/PF,206.38,,114.31,220.98,264.16,15.2,,,2001,0.109646,0.238029,0.0,0.000694,0.092991,0.125607,0.038862,0.162387,0.095767,0.109646,0.205413,0.04025,0.020125,0.015267,0.312283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NBA,2001 - 2002,Regular_Season,Tyson Chandler,CHI,71,1389.0,151,304,0,0,134,222,99,178,114,229,343,54,28,93,436,02.10.1982,216.0,240.0,109.0,United States,Dominguez High School,1.0,2.0,Los Angeles Clippers,tyson chandler,SF/PF,212.09,,101.6,220.98,279.4,6.7,,,2001,0.108711,0.218862,0.0,0.0,0.096472,0.159827,0.071274,0.12815,0.082073,0.164867,0.24694,0.038877,0.020158,0.066955,0.313895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Eduardo Najera,DAL,62,1357.0,150,300,0,2,100,148,40,156,149,193,342,38,56,30,400,11.07.1976,203.0,235.0,107.0,Mexico,Cornerstone Christian Academy High School,2.0,9.0,Houston Rockets,eduardo najera,PF/SF,199.39,,106.37,212.09,265.43,,,,2000,0.110538,0.221076,0.0,0.001474,0.073692,0.109064,0.029477,0.114959,0.109801,0.142225,0.252027,0.028003,0.041268,0.022108,0.294768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Regular_Season,Jason Collins,NJN,77,1406.0,117,278,1,2,115,164,72,173,132,169,301,81,29,47,350,02.12.1978,213.0,255.0,116.0,United States,Harvard-Westlake School,1.0,18.0,Houston Rockets,jason collins,PF/C,208.92,,113.85,224.79,279.4,12.9,,,2001,0.083215,0.197724,0.000711,0.001422,0.081792,0.116643,0.051209,0.123044,0.093883,0.120199,0.214083,0.05761,0.020626,0.033428,0.248933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Playoffs,Richard Jefferson,NJN,20,441.0,53,114,0,2,33,60,26,40,16,76,92,25,11,9,139,21.06.1980,201.0,233.0,106.0,United States,Moon Valley High School,1.0,13.0,Houston Rockets,richard jefferson,SF,201.3,,101.15,213.36,261.62,6.7,,,2001,0.120181,0.258503,0.0,0.004535,0.07483,0.136054,0.058957,0.090703,0.036281,0.172336,0.208617,0.056689,0.024943,0.020408,0.315193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Playoffs,Eric Williams,BOS,16,487.0,47,94,14,30,17,23,11,53,18,52,70,21,25,4,125,17.07.1972,203.0,220.0,100.0,United States,Malcolm X Shabazz High School,1.0,14.0,Boston Celtics,eric williams,C/PF,201.3,205.1,129.27,224.16,270.51,13.0,,,2006,0.096509,0.193018,0.028747,0.061602,0.034908,0.047228,0.022587,0.10883,0.036961,0.106776,0.143737,0.043121,0.051335,0.008214,0.256674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Playoffs,Jason Collins,NJN,17,227.0,12,33,0,0,25,38,12,48,24,17,41,7,5,6,49,02.12.1978,213.0,255.0,116.0,United States,Harvard-Westlake School,1.0,18.0,Houston Rockets,jason collins,PF/C,208.92,,113.85,224.79,279.4,12.9,,,2001,0.052863,0.145374,0.0,0.0,0.110132,0.167401,0.052863,0.211454,0.105727,0.07489,0.180617,0.030837,0.022026,0.026432,0.215859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Playoffs,Eduardo Najera,DAL,8,122.0,16,23,0,0,5,8,2,22,3,10,13,1,3,0,37,11.07.1976,203.0,235.0,107.0,Mexico,Cornerstone Christian Academy High School,2.0,9.0,Houston Rockets,eduardo najera,PF/SF,199.39,,106.37,212.09,265.43,,,,2000,0.131148,0.188525,0.0,0.0,0.040984,0.065574,0.016393,0.180328,0.02459,0.081967,0.106557,0.008197,0.02459,0.0,0.303279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2001 - 2002,Playoffs,Jamaal Tinsley,IND,5,88.0,8,19,0,1,2,3,12,12,2,8,10,25,2,0,18,28.02.1978,191.0,188.0,85.0,United States,Samuel J. Tilden High School,1.0,27.0,Vancouver Grizzlies,jamaal tinsley,PG,184.78,,90.26,201.93,247.65,13.6,,,2001,0.090909,0.215909,0.0,0.011364,0.022727,0.034091,0.136364,0.136364,0.022727,0.090909,0.113636,0.284091,0.022727,0.0,0.204545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eurocup,2002 - 2003,International,Aleksandar Capin,KRK,18,576.0,87,175,28,73,38,50,29,44,9,26,35,58,22,0,240,06.10.1982,185.0,182.0,83.0,Bosnia and Herzegovina / Slovenia,,,,,aleksandar capin,PG,182.88,186.06,79.83,186.69,238.76,9.3,,,2004,0.151042,0.303819,0.048611,0.126736,0.065972,0.086806,0.050347,0.076389,0.015625,0.045139,0.060764,0.100694,0.038194,0.0,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eurocup,2002 - 2003,International,Mario Kasun,FRA,10,222.0,51,92,0,0,33,56,29,45,27,36,63,6,3,17,135,05.04.1980,208.0,260.0,118.0,Croatia,,2.0,12.0,Los Angeles Clippers,mario kasun,C,212.72,,117.93,212.09,276.86,,,,2002,0.22973,0.414414,0.0,0.0,0.148649,0.252252,0.130631,0.202703,0.121622,0.162162,0.283784,0.027027,0.013514,0.076577,0.608108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eurocup,2002 - 2003,International,Sasha Vujacic,PAU,11,331.0,43,97,20,52,28,32,17,33,5,28,33,29,14,1,134,08.03.1984,201.0,195.0,88.0,Slovenia,,1.0,27.0,Los Angeles Lakers,sasha vujacic,PG/SG,196.85,,87.54,196.85,256.54,14.1,,,2003,0.129909,0.293051,0.060423,0.1571,0.084592,0.096677,0.05136,0.099698,0.015106,0.084592,0.099698,0.087613,0.042296,0.003021,0.404834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eurocup,2002 - 2003,International,Udonis Haslem,CHA,9,237.0,43,68,0,0,38,55,19,36,18,39,57,13,9,7,124,09.06.1980,203.0,235.0,107.0,United States,Miami High School,,,,udonis haslem,PF,202.56,,113.4,210.82,271.78,,,,2002,0.181435,0.28692,0.0,0.0,0.160338,0.232068,0.080169,0.151899,0.075949,0.164557,0.240506,0.054852,0.037975,0.029536,0.523207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eurocup,2002 - 2003,International,Terrance Roberson,TRIE,8,241.0,43,105,12,32,22,25,23,22,15,22,37,13,10,0,120,30.12.1976,201.0,215.0,98.0,United States,Buena Vista High School,,,,terrance roberson,SF,196.85,,94.8,203.2,262.89,,,,2000,0.178423,0.435685,0.049793,0.13278,0.091286,0.103734,0.095436,0.091286,0.062241,0.091286,0.153527,0.053942,0.041494,0.0,0.497925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eurocup,2002 - 2003,International,Brian Brown,TBB,10,278.0,37,89,18,40,25,32,18,27,4,17,21,22,11,0,117,14.02.1979,193.0,200.0,91.0,United States,Bishop Loughlin Memorial High School,,,,brian brown,PG/SG,189.23,,88.0,200.66,251.46,,,,2002,0.133094,0.320144,0.064748,0.143885,0.089928,0.115108,0.064748,0.097122,0.014388,0.061151,0.07554,0.079137,0.039568,0.0,0.420863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euroleague,2002 - 2003,International,Antonis Fotsis,PAN,20,563.0,100,196,35,75,54,61,38,50,39,74,113,22,25,12,289,01.04.1981,203.0,248.0,112.0,Greece,,2.0,19.0,Vancouver Grizzlies,antonis fotsis,SF,206.38,,99.34,204.47,269.24,,,,2000,0.17762,0.348135,0.062167,0.133215,0.095915,0.108348,0.067496,0.08881,0.069272,0.131439,0.20071,0.039076,0.044405,0.021314,0.513321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euroleague,2002 - 2003,International,Maurice Evans,OLY,17,548.0,93,226,21,60,50,73,45,61,27,72,99,22,18,4,257,08.11.1978,196.0,220.0,100.0,United States,Wichita Collegiate School,,,,maurice evans,SG,193.68,,100.24,203.2,256.54,4.0,,,2001,0.169708,0.412409,0.038321,0.109489,0.091241,0.133212,0.082117,0.111314,0.04927,0.131387,0.180657,0.040146,0.032847,0.007299,0.468978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
