League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_date,height_cm,weight_stats,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team,player_norm,position,height_anthro,height_with_shoes,weight_anthro,wingspan,standing_reach,body_fat_percentage,hand_length,hand_width,draft_year,FGM_per_min,FGA_per_min,3PM_per_min,3PA_per_min,FTM_per_min,FTA_per_min,TOV_per_min,PF_per_min,ORB_per_min,DRB_per_min,REB_per_min,AST_per_min,STL_per_min,BLK_per_min,PTS_per_min,TEAM_ATL,TEAM_BOS,TEAM_BRK,TEAM_CHA,TEAM_CHI,TEAM_CLE,TEAM_DAL,TEAM_DEN,TEAM_DET,TEAM_GSW,TEAM_HOU,TEAM_IND,TEAM_LAC,TEAM_LAL,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_MIN,TEAM_NOP,TEAM_NYK,TEAM_OKC,TEAM_ORL,TEAM_OTHER,TEAM_PHI,TEAM_PHX,TEAM_POR,TEAM_SAC,TEAM_SAS,TEAM_TOR,TEAM_UTA,TEAM_WAS
French-Jeep-Elite,2009 - 2010,International,Ryvon Covile,ORL,32,765.0,127,227,2,6,44,70,53,87,50,105,155,27,28,24,300,01.03.1984,206.0,243.0,110.0,United States,Detroit Community High School,,,,ryvon covile,C/PF,200.66,204.47,113.4,216.54,273.05,8.0,,,2007,0.166013,0.296732,0.002614,0.007843,0.057516,0.091503,0.069281,0.113725,0.065359,0.137255,0.202614,0.035294,0.036601,0.031373,0.392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
French-Jeep-Elite,2009 - 2010,International,Quan Prowell,PLV,32,643.0,105,198,35,81,30,42,58,72,29,75,104,24,20,25,275,01.11.1984,203.0,215.0,98.0,United States,Jordan Vocational High School,,,,quan prowell,SF/PF,200.02,202.56,102.29,209.55,262.89,6.5,,,2008,0.163297,0.307932,0.054432,0.125972,0.046656,0.065319,0.090202,0.111975,0.045101,0.116641,0.161742,0.037325,0.031104,0.03888,0.427683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
French-Jeep-Elite,2009 - 2010,International,Joseph Jones,SLH,28,679.0,111,196,0,2,32,51,44,99,86,112,198,31,27,24,254,21.03.1986,206.0,255.0,116.0,United States,Normangee High School,,,,joseph jones,PF,200.66,204.47,108.86,214.0,271.78,12.2,,,2008,0.163476,0.28866,0.0,0.002946,0.047128,0.07511,0.064801,0.145803,0.126657,0.164948,0.291605,0.045655,0.039764,0.035346,0.37408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
French-Jeep-Elite,2009 - 2010,International,Demetris Nichols,GRV,27,448.0,64,166,30,84,24,31,37,62,15,43,58,15,10,7,182,04.09.1984,203.0,216.0,98.0,United States,St. Andrew's High School ,2.0,23.0,Portland Trail Blazers,demetris nichols,SF,198.12,201.93,95.71,214.0,266.7,6.2,,,2007,0.142857,0.370536,0.066964,0.1875,0.053571,0.069196,0.082589,0.138393,0.033482,0.095982,0.129464,0.033482,0.022321,0.015625,0.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Aubrey Reese,FRA,40,1176.0,163,379,35,125,145,199,91,79,18,98,116,153,41,0,506,13.10.1978,180.0,190.0,86.0,United States,Auburn High School,,,,aubrey reese,PG,179.7,,85.73,196.85,240.03,,,,2000,0.138605,0.322279,0.029762,0.106293,0.123299,0.169218,0.077381,0.067177,0.015306,0.083333,0.098639,0.130102,0.034864,0.0,0.430272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Brian Roberts,BRO,43,994.9,164,339,71,160,107,121,55,90,9,64,73,72,24,4,506,03.12.1985,185.0,173.0,78.0,United States,St. John's High School,,,,brian roberts,PG,183.52,186.06,78.47,186.06,241.3,3.6,,,2008,0.164841,0.340738,0.071364,0.16082,0.107548,0.12162,0.055282,0.090461,0.009046,0.064328,0.073374,0.072369,0.024123,0.004021,0.508594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Bryce Taylor,TBB,34,965.9,131,319,36,116,127,156,45,74,23,67,90,38,28,6,425,27.09.1986,196.0,209.0,95.0,United States,Harvard-Westlake School,,,,bryce taylor,SG,189.86,193.68,95.25,205.74,252.73,8.3,,,2008,0.135625,0.330262,0.037271,0.120095,0.131484,0.161507,0.046589,0.076612,0.023812,0.069365,0.093177,0.039342,0.028989,0.006212,0.440004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Blagota Sekulic,BER,38,777.6,145,246,0,0,85,126,41,87,45,135,180,24,16,14,375,14.03.1982,203.0,232.0,105.0,Montenegro,,,,,blagota sekulic,SF/PF,206.38,209.55,106.14,210.82,271.78,9.3,,,2004,0.186471,0.316358,0.0,0.0,0.109311,0.162037,0.052726,0.111883,0.05787,0.173611,0.231481,0.030864,0.020576,0.018004,0.482253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Coleman Collins,RUL,33,765.6,151,268,5,12,63,115,70,78,58,100,158,38,10,20,370,22.06.1986,206.0,225.0,102.0,United States,Chamblee Charter High School,,,,coleman collins,PF,203.2,207.64,107.05,218.44,271.78,6.2,,,2007,0.197231,0.350052,0.006531,0.015674,0.082288,0.150209,0.091432,0.101881,0.075758,0.130617,0.206374,0.049634,0.013062,0.026123,0.483281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Immanuel McElroy,BER,38,1171.9,130,265,40,99,70,100,46,54,56,156,212,129,43,7,370,25.03.1980,193.0,209.0,95.0,United States,Abraham Lincoln High School,,,,immanuel mcelroy,SG,188.6,,86.64,199.39,254.0,,,,2002,0.110931,0.226129,0.034133,0.084478,0.059732,0.085332,0.039252,0.046079,0.047786,0.133117,0.180903,0.110078,0.036693,0.005973,0.315727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Ronald Dupree,TBB,28,780.4,130,304,41,100,50,82,55,77,14,97,111,30,22,16,351,26.01.1981,201.0,209.0,95.0,United States,Biloxi High School,,,,ronald dupree,SF/SG,198.12,,94.8,203.84,256.54,6.7,,,2003,0.166581,0.389544,0.052537,0.128139,0.06407,0.105074,0.070477,0.098667,0.01794,0.124295,0.142235,0.038442,0.028191,0.020502,0.449769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Kyle Visser,LUD,32,771.2,134,228,1,2,73,131,74,108,63,94,157,21,21,24,342,19.10.1985,211.0,244.0,111.0,United States,Forest Hills Central High School,,,,kyle visser,C,208.28,212.09,109.77,210.82,274.32,10.2,,,2007,0.173755,0.295643,0.001297,0.002593,0.094658,0.169865,0.095954,0.140041,0.081691,0.121888,0.203579,0.02723,0.02723,0.03112,0.443465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Rashad Wright,BER,34,900.3,101,272,51,139,81,112,53,82,16,76,92,106,35,4,334,17.03.1982,188.0,190.0,86.0,United States,Statesboro High School,2.0,30.0,Indiana Pacers,rashad wright,PG,184.15,187.32,86.18,208.28,250.19,8.0,,,2004,0.112185,0.302122,0.056648,0.154393,0.08997,0.124403,0.058869,0.091081,0.017772,0.084416,0.102188,0.117739,0.038876,0.004443,0.370987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Jared Jordan,TBB,37,1104.3,112,287,36,112,73,95,86,66,28,129,157,195,31,1,333,14.10.1984,188.0,187.0,85.0,United States,Kingswood-Oxford School,2.0,15.0,Los Angeles Clippers,jared jordan,PG,182.88,187.32,83.01,182.88,238.76,7.0,,,2007,0.101422,0.259893,0.0326,0.101422,0.066105,0.086027,0.077877,0.059766,0.025355,0.116816,0.142172,0.176582,0.028072,0.000906,0.301548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
German-BBL,2009 - 2010,International,Ruben Boumtje-Boumtje,EWE,38,841.1,91,154,0,0,85,111,75,108,60,165,225,24,17,46,267,20.05.1978,213.0,260.0,118.0,Cameroon,Archbishop Spalding High School,2.0,21.0,Portland Trail Blazers,ruben boumtje boumtje,C,212.09,,111.13,223.52,281.94,6.0,,,2001,0.108192,0.183094,0.0,0.0,0.101058,0.13197,0.089169,0.128403,0.071335,0.196172,0.267507,0.028534,0.020212,0.05469,0.317441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Romain Sato,SANA,38,1028.0,189,362,65,149,122,143,47,71,64,103,167,46,71,9,565,02.03.1981,196.0,205.0,93.0,Central African Republic,Dayton Christian High School,2.0,23.0,San Antonio Spurs,romain sato,SG,187.96,191.14,92.53,210.82,260.35,6.0,,,2004,0.183852,0.35214,0.06323,0.144942,0.118677,0.139105,0.04572,0.069066,0.062257,0.100195,0.162451,0.044747,0.069066,0.008755,0.549611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Ebi Ere,JUV,36,1111.0,174,435,81,232,90,120,76,75,38,96,134,56,83,9,519,02.08.1981,196.0,215.0,98.0,United States / Nigeria,McClain High School,,,,ebi ere,SG,191.77,,95.25,209.55,259.08,14.1,,,2003,0.156616,0.391539,0.072907,0.208821,0.081008,0.108011,0.068407,0.067507,0.034203,0.086409,0.120612,0.050405,0.074707,0.008101,0.467147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Maarty Leunen,CAN,36,1226.0,161,314,68,159,58,74,60,99,45,158,203,58,41,10,448,03.09.1985,206.0,220.0,100.0,United States,Redmond High School ,2.0,24.0,Houston Rockets,maarty leunen,SF,201.3,204.47,100.7,203.2,260.35,8.9,,,2008,0.131321,0.256117,0.055465,0.12969,0.047308,0.060359,0.04894,0.08075,0.036705,0.128874,0.165579,0.047308,0.033442,0.008157,0.365416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Michael Hicks,PES,28,825.0,164,339,33,91,70,94,85,94,51,93,144,46,62,2,431,04.08.1976,193.0,195.0,88.0,Panama,,,,,michael hicks,SG,193.04,,89.36,206.38,255.27,7.3,,,2001,0.198788,0.410909,0.04,0.110303,0.084848,0.113939,0.10303,0.113939,0.061818,0.112727,0.174545,0.055758,0.075152,0.002424,0.522424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Troy Bell,CRE,28,904.0,130,348,64,192,105,121,46,69,34,102,136,54,54,6,429,10.11.1980,185.0,180.0,82.0,United States,Academy of Holy Angels ,1.0,16.0,Boston Celtics,troy bell,PG,183.52,,80.74,195.58,247.65,5.3,,,2003,0.143805,0.384956,0.070796,0.212389,0.11615,0.13385,0.050885,0.076327,0.037611,0.112832,0.150442,0.059735,0.059735,0.006637,0.474558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Dee Brown,AVE,28,868.0,138,345,60,181,85,108,82,56,14,63,77,144,49,2,421,17.08.1984,183.0,185.0,84.0,United States,Proviso East High School,2.0,16.0,Utah Jazz,dee brown,PG/SG,180.34,182.88,81.19,187.96,238.76,,,,2005,0.158986,0.397465,0.069124,0.208525,0.097926,0.124424,0.09447,0.064516,0.016129,0.072581,0.08871,0.165899,0.056452,0.002304,0.485023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Anthony Grundy,FER,22,703.0,141,298,39,104,76,104,59,46,25,33,58,47,49,2,397,15.04.1979,191.0,180.0,82.0,United States,Warren Central High School ,,,,anthony grundy,PG/SG,184.78,,75.75,202.56,251.46,,,,2002,0.200569,0.423898,0.055477,0.147937,0.108108,0.147937,0.083926,0.065434,0.035562,0.046942,0.082504,0.066856,0.069701,0.002845,0.564723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Luke Jackson,FER,28,853.0,131,297,49,127,85,116,86,68,23,122,145,63,57,14,396,06.11.1981,201.0,215.0,98.0,United States,Creswell High School,1.0,10.0,Cleveland Cavaliers,luke jackson,SF/SG,198.12,200.66,96.16,204.47,261.62,8.0,,,2004,0.153576,0.348183,0.057444,0.148886,0.099648,0.135991,0.100821,0.079719,0.026964,0.143025,0.169988,0.073857,0.066823,0.016413,0.464244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Jerry Green,CAN,36,1059.0,125,263,21,63,81,97,80,72,13,83,96,80,35,2,352,12.02.1980,191.0,190.0,86.0,United States,Pomona High School,,,,jerry green,PG/SG,186.69,,81.19,198.76,251.46,5.5,,,2001,0.118036,0.248347,0.01983,0.05949,0.076487,0.091596,0.075543,0.067989,0.012276,0.078376,0.090652,0.075543,0.03305,0.001889,0.332389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Eric Williams,PES,24,640.0,135,234,0,0,71,134,74,75,74,120,194,15,49,9,341,26.03.1984,206.0,280.0,127.0,United States,Wake Forest-Rolesville High School,,,,eric williams,C/PF,201.3,205.1,129.27,224.16,270.51,13.0,,,2006,0.210938,0.365625,0.0,0.0,0.110938,0.209375,0.115625,0.117188,0.115625,0.1875,0.303125,0.023438,0.076562,0.014062,0.532812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Jobey Thomas,VAR,28,804.0,120,267,55,132,43,45,27,67,16,64,80,38,35,1,338,24.03.1980,196.0,198.0,90.0,United States,Independence High School ,,,,jobey thomas,SG,189.86,,83.01,197.48,252.73,,,,2002,0.149254,0.33209,0.068408,0.164179,0.053483,0.05597,0.033582,0.083333,0.0199,0.079602,0.099502,0.047264,0.043532,0.001244,0.420398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Bobby Jones,TER,28,709.0,100,208,33,85,75,94,63,104,36,66,102,13,49,18,308,09.01.1984,201.0,215.0,98.0,United States,Long Beach Polytechnic High School,2.0,7.0,Minnesota Timberwolves,bobby jones,SF/SG,197.48,200.02,95.71,207.01,257.81,8.0,,,2006,0.141044,0.293371,0.046544,0.119887,0.105783,0.132581,0.088858,0.146685,0.050776,0.093089,0.143865,0.018336,0.069111,0.025388,0.434415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Michel Morandais,VAR,28,747.0,105,249,50,130,38,39,54,75,13,97,110,29,30,15,298,10.01.1979,196.0,205.0,93.0,France,Life Center Academy,,,,michel morandais,SG/SF,192.4,194.94,92.99,212.09,259.08,8.6,,,2004,0.140562,0.333333,0.066934,0.174029,0.05087,0.052209,0.072289,0.100402,0.017403,0.129853,0.147256,0.038822,0.040161,0.02008,0.398929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Benjamin Eze,SANA,37,794.0,113,186,0,2,44,86,52,97,65,102,167,20,38,51,270,08.01.1981,208.0,245.0,111.0,Nigeria,Bishop Aggey Memorial Secondary School,,,,benjamin eze,C/PF,205.1,,105.23,228.6,276.86,3.9,,,2001,0.142317,0.234257,0.0,0.002519,0.055416,0.108312,0.065491,0.122166,0.081864,0.128463,0.210327,0.025189,0.047859,0.064232,0.34005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,DeMarcus Nelson,AVE,28,723.0,91,212,13,59,57,74,73,66,22,80,102,34,44,11,252,02.11.1985,193.0,200.0,91.0,United States,Sheldon High School,,,,demarcus nelson,PG/SG,185.42,188.6,89.81,208.28,250.19,4.5,,,2008,0.125864,0.293223,0.017981,0.081604,0.078838,0.102351,0.100968,0.091286,0.030429,0.11065,0.141079,0.047026,0.060858,0.015214,0.348548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Italian-Lega-Basket-Serie-A,2009 - 2010,International,Andre Hutson,ROM,23,585.0,90,161,0,3,56,68,49,74,45,65,110,25,37,5,236,12.01.1979,203.0,240.0,109.0,United States,Trotwood-Madison High School,2.0,23.0,Milwaukee Bucks,andre hutson,PF,203.84,,110.68,212.72,267.97,11.7,,,2001,0.153846,0.275214,0.0,0.005128,0.095726,0.116239,0.083761,0.126496,0.076923,0.111111,0.188034,0.042735,0.063248,0.008547,0.403419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Kevin Durant,OKC,82,3239.3,794,1668,128,351,756,840,271,171,105,518,623,231,112,84,2472,29.09.1988,206.0,240.0,109.0,United States,Montrose Christian School,1.0,2.0,Seattle SuperSonics,kevin durant,SF/PF,205.74,208.92,97.52,225.42,279.4,6.6,,,2007,0.245115,0.514926,0.039515,0.108357,0.233384,0.259315,0.08366,0.052789,0.032414,0.159911,0.192326,0.071312,0.034575,0.025932,0.763128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,LeBron James,CLE,76,2965.6,768,1528,129,387,593,773,261,119,71,483,554,651,125,77,2258,30.12.1984,203.0,250.0,113.0,United States,St. Vincent St. Mary High School,1.0,1.0,Cleveland Cavaliers,lebron james,SF/SG,201.3,,111.13,214.0,269.88,6.7,,,2003,0.25897,0.515241,0.043499,0.130496,0.19996,0.260656,0.088009,0.040127,0.023941,0.162868,0.186809,0.219517,0.04215,0.025964,0.761397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Dwyane Wade,MIA,77,2792.4,719,1511,73,243,534,702,252,181,107,266,373,501,142,82,2045,17.01.1982,193.0,220.0,100.0,United States,Harold L. Richards High School,1.0,5.0,Miami Heat,dwyane wade,SG/SF,192.4,,96.16,210.18,259.08,6.7,,,2003,0.257485,0.541112,0.026142,0.087022,0.191233,0.251397,0.090245,0.064819,0.038318,0.095259,0.133577,0.179416,0.050852,0.029365,0.732345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Carmelo Anthony,DEN,69,2634.2,688,1502,59,187,508,612,209,225,152,302,454,222,88,30,1943,29.05.1984,203.0,240.0,109.0,United States,Oak Hill Academy,1.0,3.0,Denver Nuggets,carmelo anthony,SF,198.76,,105.69,213.36,267.97,8.0,,,2003,0.26118,0.570192,0.022398,0.070989,0.192848,0.232329,0.079341,0.085415,0.057703,0.114646,0.172348,0.084276,0.033407,0.011389,0.737605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Amar'e Stoudemire,PHX,82,2837.4,704,1264,1,6,487,632,213,281,230,502,732,82,52,83,1896,16.11.1982,208.0,245.0,111.0,United States,Cypress Creek High School,1.0,9.0,Phoenix Suns,amare stoudemire,PF,204.47,,105.69,217.8,275.59,,,,2002,0.248114,0.445478,0.000352,0.002115,0.171636,0.222739,0.075069,0.099034,0.08106,0.176923,0.257983,0.0289,0.018327,0.029252,0.668217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Chris Bosh,TOR,70,2525.5,600,1158,8,22,470,590,169,170,205,554,759,166,43,68,1678,24.03.1984,211.0,235.0,107.0,United States,Lincoln High School,1.0,4.0,Toronto Raptors,chris bosh,PF,208.92,,102.06,222.25,276.86,8.0,,,2003,0.237577,0.458523,0.003168,0.008711,0.186102,0.233617,0.066917,0.067313,0.081172,0.219363,0.300535,0.06573,0.017026,0.026925,0.664423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NBA,2009 - 2010,Regular_Season,David Lee,NYK,81,3019.0,686,1258,0,8,268,330,189,257,228,721,949,295,85,40,1640,29.04.1983,206.0,245.0,111.0,United States,Chaminade College Preparatory School,1.0,30.0,New York Knicks,david lee,PF,202.56,205.74,104.1,213.36,270.51,,,,2005,0.227228,0.416694,0.0,0.00265,0.088771,0.109308,0.062604,0.085128,0.075522,0.238821,0.314342,0.097714,0.028155,0.013249,0.543226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Monta Ellis,GSW,64,2646.6,631,1406,77,228,292,388,243,189,47,210,257,340,143,25,1631,26.10.1985,191.0,185.0,84.0,United States,Lanier High School,2.0,10.0,Golden State Warriors,monta ellis,SG/PG,188.6,191.14,80.1,189.86,248.92,,,,2005,0.238419,0.531248,0.029094,0.086148,0.11033,0.146603,0.091816,0.071412,0.017759,0.079347,0.097106,0.128467,0.054032,0.009446,0.616262,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Joe Johnson,ATL,76,2885.8,635,1386,129,350,220,269,145,145,74,279,353,369,82,5,1619,29.06.1981,201.0,240.0,109.0,United States,Little Rock Central High School,1.0,10.0,Boston Celtics,joe johnson,SF/SG,200.02,,102.51,205.74,266.7,6.7,,,2001,0.220043,0.480283,0.044702,0.121284,0.076235,0.093215,0.050246,0.050246,0.025643,0.09668,0.122323,0.127867,0.028415,0.001733,0.561023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Derrick Rose,CHI,78,2871.0,672,1373,16,60,259,338,217,96,65,228,293,469,57,27,1619,04.10.1988,191.0,200.0,91.0,United States,Simeon Career Academy ,1.0,1.0,Chicago Bulls,derrick rose,PG,186.69,189.23,88.9,203.2,250.19,4.6,,,2008,0.234065,0.478231,0.005573,0.020899,0.090212,0.117729,0.075583,0.033438,0.02264,0.079415,0.102055,0.163358,0.019854,0.009404,0.563915,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Aaron Brooks,HOU,82,2919.4,575,1331,209,525,245,298,232,199,54,161,215,434,69,14,1604,14.01.1985,183.0,161.0,73.0,United States,Benjamin Franklin High School,1.0,26.0,Houston Rockets,aaron brooks,PG,177.8,182.24,73.03,193.04,238.76,2.7,,,2007,0.196958,0.455916,0.07159,0.179831,0.083921,0.102076,0.079468,0.068165,0.018497,0.055148,0.073645,0.148661,0.023635,0.004796,0.549428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Rudy Gay,MEM,80,3173.8,600,1288,66,202,301,400,169,201,115,357,472,153,118,64,1567,17.08.1986,203.0,240.0,109.0,United States,Archbishop Spalding High School,1.0,8.0,Houston Rockets,rudy gay,SF/PF,200.66,203.2,100.7,220.98,273.05,5.7,,,2006,0.189048,0.405823,0.020795,0.063646,0.094839,0.126032,0.053248,0.063331,0.036234,0.112483,0.148718,0.048207,0.037179,0.020165,0.49373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Brook Lopez,NJN,82,3026.7,563,1129,0,2,416,509,204,251,270,439,709,187,55,139,1542,01.04.1988,213.0,270.0,122.0,United States,San Joaquin Memorial High School,1.0,10.0,New Jersey Nets,brook lopez,C,211.46,214.63,117.03,227.33,287.02,6.3,,,2008,0.186011,0.373014,0.0,0.000661,0.137443,0.16817,0.0674,0.082929,0.089206,0.145042,0.234249,0.061783,0.018172,0.045925,0.509466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,David West,NOP,81,2948.7,619,1226,7,27,296,342,173,233,164,441,605,239,76,60,1541,29.08.1980,206.0,250.0,113.0,United States,Garner Magnet High School,1.0,18.0,New Orleans Pelicans,david west,PF/SF,203.84,,102.51,224.16,274.96,8.0,,,2003,0.209923,0.415776,0.002374,0.009157,0.100383,0.115983,0.05867,0.079018,0.055618,0.149557,0.205175,0.081053,0.025774,0.020348,0.522603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NBA,2009 - 2010,Regular_Season,Carlos Boozer,UTA,78,2672.7,617,1098,0,0,285,384,212,270,181,693,874,247,84,36,1519,20.11.1981,206.0,266.0,121.0,Germany / United States,Juneau-Douglas High School,2.0,6.0,Cleveland Cavaliers,carlos boozer,PF,202.56,,117.03,219.08,275.59,,,,2002,0.230853,0.410821,0.0,0.0,0.106634,0.143675,0.079321,0.101021,0.067722,0.259288,0.32701,0.092416,0.031429,0.01347,0.568339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
